veg_code,veg_type,soil_name,nutrient_level,acidity,mhw_min,mhw_max,mlw_min,mlw_max,management,inundation
3,Macrophorbio-Alnetum,K1,4,1,30,-19,82,4,0,1
3,Macrophorbio-Alnetum,K1,4,1,30,-19,82,4,0,2
3,Macrophorbio-Alnetum,K1,4,2,30,-19,82,4,0,0
3,Macrophorbio-Alnetum,K1,4,2,30,-19,82,4,0,1
3,Macrophorbio-Alnetum,K1,4,2,30,-19,82,4,0,2
3,Macrophorbio-Alnetum,K1,4,3,30,-19,82,4,0,0
3,Macrophorbio-Alnetum,K1,4,3,30,-19,82,4,0,1
3,Macrophorbio-Alnetum,K1,4,3,30,-19,82,4,0,2
3,Macrophorbio-Alnetum,KV,2,1,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,KV,2,1,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,KV,2,1,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,KV,2,2,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,KV,2,2,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,KV,2,2,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,KV,3,1,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,KV,3,1,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,KV,3,1,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,KV,3,2,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,KV,3,2,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,KV,3,2,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,KV,4,1,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,KV,4,1,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,KV,4,1,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,KV,4,2,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,KV,4,2,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,KV,4,2,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,L1,2,1,89,-47,124,-8,0,0
3,Macrophorbio-Alnetum,L1,2,1,89,-47,124,-8,0,1
3,Macrophorbio-Alnetum,L1,2,1,89,-47,124,-8,0,2
3,Macrophorbio-Alnetum,L1,2,2,89,-47,124,-8,0,0
3,Macrophorbio-Alnetum,L1,2,2,89,-47,124,-8,0,1
3,Macrophorbio-Alnetum,L1,2,2,89,-47,124,-8,0,2
3,Macrophorbio-Alnetum,L1,3,1,89,-47,124,-8,0,0
3,Macrophorbio-Alnetum,L1,3,1,89,-47,124,-8,0,1
3,Macrophorbio-Alnetum,L1,3,1,89,-47,124,-8,0,2
3,Macrophorbio-Alnetum,L1,3,2,89,-47,124,-8,0,0
3,Macrophorbio-Alnetum,L1,3,2,89,-47,124,-8,0,1
3,Macrophorbio-Alnetum,L1,3,2,89,-47,124,-8,0,2
3,Macrophorbio-Alnetum,L1,4,1,89,-47,124,-8,0,0
3,Macrophorbio-Alnetum,L1,4,1,89,-47,124,-8,0,1
3,Macrophorbio-Alnetum,L1,4,1,89,-47,124,-8,0,2
3,Macrophorbio-Alnetum,L1,4,2,89,-47,124,-8,0,0
3,Macrophorbio-Alnetum,L1,4,2,89,-47,124,-8,0,1
3,Macrophorbio-Alnetum,L1,4,2,89,-47,124,-8,0,2
3,Macrophorbio-Alnetum,LV,2,1,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,LV,2,1,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,LV,2,1,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,LV,2,2,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,LV,2,2,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,LV,2,2,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,LV,3,1,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,LV,3,1,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,LV,3,1,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,LV,3,2,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,LV,3,2,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,LV,3,2,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,LV,4,1,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,LV,4,1,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,LV,4,1,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,LV,4,2,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,LV,4,2,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,LV,4,2,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,V,2,1,36,-22,70,-4,0,0
3,Macrophorbio-Alnetum,V,2,1,36,-22,70,-4,0,1
3,Macrophorbio-Alnetum,V,2,1,36,-22,70,-4,0,2
3,Macrophorbio-Alnetum,V,2,2,36,-22,70,-4,0,0
3,Macrophorbio-Alnetum,V,2,2,36,-22,70,-4,0,1
3,Macrophorbio-Alnetum,V,2,2,36,-22,70,-4,0,2
3,Macrophorbio-Alnetum,V,3,1,36,-22,70,-4,0,0
3,Macrophorbio-Alnetum,V,3,1,36,-22,70,-4,0,1
3,Macrophorbio-Alnetum,V,3,1,36,-22,70,-4,0,2
3,Macrophorbio-Alnetum,V,3,2,36,-22,70,-4,0,0
3,Macrophorbio-Alnetum,V,3,2,36,-22,70,-4,0,1
3,Macrophorbio-Alnetum,V,3,2,36,-22,70,-4,0,2
3,Macrophorbio-Alnetum,V,4,1,36,-22,70,-4,0,0
3,Macrophorbio-Alnetum,V,4,1,36,-22,70,-4,0,1
3,Macrophorbio-Alnetum,V,4,1,36,-22,70,-4,0,2
3,Macrophorbio-Alnetum,V,4,2,36,-22,70,-4,0,0
3,Macrophorbio-Alnetum,V,4,2,36,-22,70,-4,0,1
3,Macrophorbio-Alnetum,V,4,2,36,-22,70,-4,0,2
3,Macrophorbio-Alnetum,ZV,2,1,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,ZV,2,1,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,ZV,2,1,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,ZV,2,2,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,ZV,2,2,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,ZV,2,2,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,ZV,3,1,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,ZV,3,1,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,ZV,3,1,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,ZV,3,2,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,ZV,3,2,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,ZV,3,2,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,ZV,4,1,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,ZV,4,1,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,ZV,4,1,22,-23,62,13,0,2
3,Macrophorbio-Alnetum,ZV,4,2,22,-23,62,13,0,0
3,Macrophorbio-Alnetum,ZV,4,2,22,-23,62,13,0,1
3,Macrophorbio-Alnetum,ZV,4,2,22,-23,62,13,0,2
4,Pruno-Fraxinetum,K1,2,1,42,1,89,14,0,0
4,Pruno-Fraxinetum,K1,2,2,42,1,89,14,0,0
4,Pruno-Fraxinetum,K1,2,3,42,1,89,14,0,0
4,Pruno-Fraxinetum,K1,3,1,42,1,89,14,0,0
4,Pruno-Fraxinetum,K1,3,2,42,1,89,14,0,0
4,Pruno-Fraxinetum,K1,3,3,42,1,89,14,0,0
4,Pruno-Fraxinetum,K1,4,1,42,1,89,14,0,0
4,Pruno-Fraxinetum,K1,4,2,42,1,89,14,0,0
4,Pruno-Fraxinetum,K1,4,3,42,1,89,14,0,0
4,Pruno-Fraxinetum,KV,2,1,43,-13,79,6,0,0
4,Pruno-Fraxinetum,KV,2,2,43,-13,79,6,0,0
4,Pruno-Fraxinetum,KV,3,1,43,-13,79,6,0,0
4,Pruno-Fraxinetum,KV,3,2,43,-13,79,6,0,0
4,Pruno-Fraxinetum,KV,4,1,43,-13,79,6,0,0
4,Pruno-Fraxinetum,KV,4,2,43,-13,79,6,0,0
4,Pruno-Fraxinetum,L1,2,1,42,1,89,14,0,0
4,Pruno-Fraxinetum,L1,2,2,42,1,89,14,0,0
4,Pruno-Fraxinetum,L1,3,1,42,1,89,14,0,0
4,Pruno-Fraxinetum,L1,3,2,42,1,89,14,0,0
4,Pruno-Fraxinetum,L1,4,1,42,1,89,14,0,0
4,Pruno-Fraxinetum,L1,4,2,42,1,89,14,0,0
4,Pruno-Fraxinetum,LV,2,1,43,-13,79,6,0,0
4,Pruno-Fraxinetum,LV,2,2,43,-13,79,6,0,0
4,Pruno-Fraxinetum,LV,3,1,43,-13,79,6,0,0
4,Pruno-Fraxinetum,LV,3,2,43,-13,79,6,0,0
4,Pruno-Fraxinetum,LV,4,1,43,-13,79,6,0,0
4,Pruno-Fraxinetum,LV,4,2,43,-13,79,6,0,0
4,Pruno-Fraxinetum,ZV,2,1,43,-13,79,6,0,0
4,Pruno-Fraxinetum,ZV,2,2,43,-13,79,6,0,0
4,Pruno-Fraxinetum,ZV,3,1,43,-13,79,6,0,0
4,Pruno-Fraxinetum,ZV,3,2,43,-13,79,6,0,0
4,Pruno-Fraxinetum,ZV,4,1,43,-13,79,6,0,0
4,Pruno-Fraxinetum,ZV,4,2,43,-13,79,6,0,0
5,Carpinion betuli,L1,2,1,66,5,214,17,0,0
5,Carpinion betuli,L1,2,2,66,5,214,17,0,0
5,Carpinion betuli,L1,3,1,66,5,214,17,0,0
5,Carpinion betuli,L1,3,2,66,5,214,17,0,0
6,Betulo-Quercetum roboris,Z1,1,1,179,21,272,38,0,0
6,Betulo-Quercetum roboris,Z1,2,1,179,21,272,38,0,0
6,Betulo-Quercetum roboris,Z2,1,1,179,12,272,38,0,0
6,Betulo-Quercetum roboris,Z2,2,1,179,12,272,38,0,0
7,Caricion gracilis,K1,2,1,43,-21,99,11,1,1
7,Caricion gracilis,K1,2,1,43,-21,99,11,1,2
7,Caricion gracilis,K1,2,1,43,-21,99,11,3,1
7,Caricion gracilis,K1,2,1,43,-21,99,11,3,2
7,Caricion gracilis,K1,2,2,43,-21,99,11,1,1
7,Caricion gracilis,K1,2,2,43,-21,99,11,1,2
7,Caricion gracilis,K1,2,2,43,-21,99,11,3,1
7,Caricion gracilis,K1,2,2,43,-21,99,11,3,2
7,Caricion gracilis,K1,2,3,43,-21,99,11,1,1
7,Caricion gracilis,K1,2,3,43,-21,99,11,1,2
7,Caricion gracilis,K1,2,3,43,-21,99,11,3,1
7,Caricion gracilis,K1,2,3,43,-21,99,11,3,2
7,Caricion gracilis,K1,3,1,43,-21,99,11,1,1
7,Caricion gracilis,K1,3,1,43,-21,99,11,1,2
7,Caricion gracilis,K1,3,1,43,-21,99,11,3,1
7,Caricion gracilis,K1,3,1,43,-21,99,11,3,2
7,Caricion gracilis,K1,3,2,43,-21,99,11,1,1
7,Caricion gracilis,K1,3,2,43,-21,99,11,1,2
7,Caricion gracilis,K1,3,2,43,-21,99,11,3,1
7,Caricion gracilis,K1,3,2,43,-21,99,11,3,2
7,Caricion gracilis,K1,3,3,43,-21,99,11,1,1
7,Caricion gracilis,K1,3,3,43,-21,99,11,1,2
7,Caricion gracilis,K1,3,3,43,-21,99,11,3,1
7,Caricion gracilis,K1,3,3,43,-21,99,11,3,2
7,Caricion gracilis,K1,4,1,43,-21,99,11,1,1
7,Caricion gracilis,K1,4,1,43,-21,99,11,1,2
7,Caricion gracilis,K1,4,1,43,-21,99,11,3,1
7,Caricion gracilis,K1,4,1,43,-21,99,11,3,2
7,Caricion gracilis,K1,4,2,43,-21,99,11,1,1
7,Caricion gracilis,K1,4,2,43,-21,99,11,1,2
7,Caricion gracilis,K1,4,2,43,-21,99,11,3,1
7,Caricion gracilis,K1,4,2,43,-21,99,11,3,2
7,Caricion gracilis,K1,4,3,43,-21,99,11,1,1
7,Caricion gracilis,K1,4,3,43,-21,99,11,1,2
7,Caricion gracilis,K1,4,3,43,-21,99,11,3,1
7,Caricion gracilis,K1,4,3,43,-21,99,11,3,2
7,Caricion gracilis,KV,2,1,32,-9,70,3,1,1
7,Caricion gracilis,KV,2,1,32,-9,70,3,1,2
7,Caricion gracilis,KV,2,1,32,-9,70,3,3,1
7,Caricion gracilis,KV,2,1,32,-9,70,3,3,2
7,Caricion gracilis,KV,2,2,32,-9,70,3,1,1
7,Caricion gracilis,KV,2,2,32,-9,70,3,1,2
7,Caricion gracilis,KV,2,2,32,-9,70,3,3,1
7,Caricion gracilis,KV,2,2,32,-9,70,3,3,2
7,Caricion gracilis,KV,2,3,32,-9,70,3,1,1
7,Caricion gracilis,KV,2,3,32,-9,70,3,1,2
7,Caricion gracilis,KV,2,3,32,-9,70,3,3,1
7,Caricion gracilis,KV,2,3,32,-9,70,3,3,2
7,Caricion gracilis,KV,3,1,32,-9,70,3,1,1
7,Caricion gracilis,KV,3,1,32,-9,70,3,1,2
7,Caricion gracilis,KV,3,1,32,-9,70,3,3,1
7,Caricion gracilis,KV,3,1,32,-9,70,3,3,2
7,Caricion gracilis,KV,3,2,32,-9,70,3,1,1
7,Caricion gracilis,KV,3,2,32,-9,70,3,1,2
7,Caricion gracilis,KV,3,2,32,-9,70,3,3,1
7,Caricion gracilis,KV,3,2,32,-9,70,3,3,2
7,Caricion gracilis,KV,3,3,32,-9,70,3,1,1
7,Caricion gracilis,KV,3,3,32,-9,70,3,1,2
7,Caricion gracilis,KV,3,3,32,-9,70,3,3,1
7,Caricion gracilis,KV,3,3,32,-9,70,3,3,2
7,Caricion gracilis,KV,4,1,32,-9,70,3,1,1
7,Caricion gracilis,KV,4,1,32,-9,70,3,1,2
7,Caricion gracilis,KV,4,1,32,-9,70,3,3,1
7,Caricion gracilis,KV,4,1,32,-9,70,3,3,2
7,Caricion gracilis,KV,4,2,32,-9,70,3,1,1
7,Caricion gracilis,KV,4,2,32,-9,70,3,1,2
7,Caricion gracilis,KV,4,2,32,-9,70,3,3,1
7,Caricion gracilis,KV,4,2,32,-9,70,3,3,2
7,Caricion gracilis,KV,4,3,32,-9,70,3,1,1
7,Caricion gracilis,KV,4,3,32,-9,70,3,1,2
7,Caricion gracilis,KV,4,3,32,-9,70,3,3,1
7,Caricion gracilis,KV,4,3,32,-9,70,3,3,2
7,Caricion gracilis,L1,2,1,31,-32,73,-1,1,1
7,Caricion gracilis,L1,2,1,31,-32,73,-1,1,2
7,Caricion gracilis,L1,2,1,31,-32,73,-1,3,1
7,Caricion gracilis,L1,2,1,31,-32,73,-1,3,2
7,Caricion gracilis,L1,2,2,31,-32,73,-1,1,1
7,Caricion gracilis,L1,2,2,31,-32,73,-1,1,2
7,Caricion gracilis,L1,2,2,31,-32,73,-1,3,1
7,Caricion gracilis,L1,2,2,31,-32,73,-1,3,2
7,Caricion gracilis,L1,2,3,31,-32,73,-1,1,1
7,Caricion gracilis,L1,2,3,31,-32,73,-1,1,2
7,Caricion gracilis,L1,2,3,31,-32,73,-1,3,1
7,Caricion gracilis,L1,2,3,31,-32,73,-1,3,2
7,Caricion gracilis,L1,3,1,31,-32,73,-1,1,1
7,Caricion gracilis,L1,3,1,31,-32,73,-1,1,2
7,Caricion gracilis,L1,3,1,31,-32,73,-1,3,1
7,Caricion gracilis,L1,3,1,31,-32,73,-1,3,2
7,Caricion gracilis,L1,3,2,31,-32,73,-1,1,1
7,Caricion gracilis,L1,3,2,31,-32,73,-1,1,2
7,Caricion gracilis,L1,3,2,31,-32,73,-1,3,1
7,Caricion gracilis,L1,3,2,31,-32,73,-1,3,2
7,Caricion gracilis,L1,3,3,31,-32,73,-1,1,1
7,Caricion gracilis,L1,3,3,31,-32,73,-1,1,2
7,Caricion gracilis,L1,3,3,31,-32,73,-1,3,1
7,Caricion gracilis,L1,3,3,31,-32,73,-1,3,2
7,Caricion gracilis,L1,4,1,31,-32,73,-1,1,1
7,Caricion gracilis,L1,4,1,31,-32,73,-1,1,2
7,Caricion gracilis,L1,4,1,31,-32,73,-1,3,1
7,Caricion gracilis,L1,4,1,31,-32,73,-1,3,2
7,Caricion gracilis,L1,4,2,31,-32,73,-1,1,1
7,Caricion gracilis,L1,4,2,31,-32,73,-1,1,2
7,Caricion gracilis,L1,4,2,31,-32,73,-1,3,1
7,Caricion gracilis,L1,4,2,31,-32,73,-1,3,2
7,Caricion gracilis,L1,4,3,31,-32,73,-1,1,1
7,Caricion gracilis,L1,4,3,31,-32,73,-1,1,2
7,Caricion gracilis,L1,4,3,31,-32,73,-1,3,1
7,Caricion gracilis,L1,4,3,31,-32,73,-1,3,2
7,Caricion gracilis,LV,2,1,12,-10,75,17,1,1
7,Caricion gracilis,LV,2,1,12,-10,75,17,1,2
7,Caricion gracilis,LV,2,1,12,-10,75,17,3,1
7,Caricion gracilis,LV,2,1,12,-10,75,17,3,2
7,Caricion gracilis,LV,2,2,12,-10,75,17,1,1
7,Caricion gracilis,LV,2,2,12,-10,75,17,1,2
7,Caricion gracilis,LV,2,2,12,-10,75,17,3,1
7,Caricion gracilis,LV,2,2,12,-10,75,17,3,2
7,Caricion gracilis,LV,2,3,12,-10,75,17,1,1
7,Caricion gracilis,LV,2,3,12,-10,75,17,1,2
7,Caricion gracilis,LV,2,3,12,-10,75,17,3,1
7,Caricion gracilis,LV,2,3,12,-10,75,17,3,2
7,Caricion gracilis,LV,3,1,12,-10,75,17,1,1
7,Caricion gracilis,LV,3,1,12,-10,75,17,1,2
7,Caricion gracilis,LV,3,1,12,-10,75,17,3,1
7,Caricion gracilis,LV,3,1,12,-10,75,17,3,2
7,Caricion gracilis,LV,3,2,12,-10,75,17,1,1
7,Caricion gracilis,LV,3,2,12,-10,75,17,1,2
7,Caricion gracilis,LV,3,2,12,-10,75,17,3,1
7,Caricion gracilis,LV,3,2,12,-10,75,17,3,2
7,Caricion gracilis,LV,3,3,12,-10,75,17,1,1
7,Caricion gracilis,LV,3,3,12,-10,75,17,1,2
7,Caricion gracilis,LV,3,3,12,-10,75,17,3,1
7,Caricion gracilis,LV,3,3,12,-10,75,17,3,2
7,Caricion gracilis,LV,4,1,12,-10,75,17,1,1
7,Caricion gracilis,LV,4,1,12,-10,75,17,1,2
7,Caricion gracilis,LV,4,1,12,-10,75,17,3,1
7,Caricion gracilis,LV,4,1,12,-10,75,17,3,2
7,Caricion gracilis,LV,4,2,12,-10,75,17,1,1
7,Caricion gracilis,LV,4,2,12,-10,75,17,1,2
7,Caricion gracilis,LV,4,2,12,-10,75,17,3,1
7,Caricion gracilis,LV,4,2,12,-10,75,17,3,2
7,Caricion gracilis,LV,4,3,12,-10,75,17,1,1
7,Caricion gracilis,LV,4,3,12,-10,75,17,1,2
7,Caricion gracilis,LV,4,3,12,-10,75,17,3,1
7,Caricion gracilis,LV,4,3,12,-10,75,17,3,2
7,Caricion gracilis,V,2,1,9,-28,77,-19,1,1
7,Caricion gracilis,V,2,1,9,-28,77,-19,1,2
7,Caricion gracilis,V,2,1,9,-28,77,-19,3,1
7,Caricion gracilis,V,2,1,9,-28,77,-19,3,2
7,Caricion gracilis,V,2,2,9,-28,77,-19,1,1
7,Caricion gracilis,V,2,2,9,-28,77,-19,1,2
7,Caricion gracilis,V,2,2,9,-28,77,-19,3,1
7,Caricion gracilis,V,2,2,9,-28,77,-19,3,2
7,Caricion gracilis,V,2,3,9,-28,77,-19,1,1
7,Caricion gracilis,V,2,3,9,-28,77,-19,1,2
7,Caricion gracilis,V,2,3,9,-28,77,-19,3,1
7,Caricion gracilis,V,2,3,9,-28,77,-19,3,2
7,Caricion gracilis,V,3,1,9,-28,77,-19,1,1
7,Caricion gracilis,V,3,1,9,-28,77,-19,1,2
7,Caricion gracilis,V,3,1,9,-28,77,-19,3,1
7,Caricion gracilis,V,3,1,9,-28,77,-19,3,2
7,Caricion gracilis,V,3,2,9,-28,77,-19,1,1
7,Caricion gracilis,V,3,2,9,-28,77,-19,1,2
7,Caricion gracilis,V,3,2,9,-28,77,-19,3,1
7,Caricion gracilis,V,3,2,9,-28,77,-19,3,2
7,Caricion gracilis,V,3,3,9,-28,77,-19,1,1
7,Caricion gracilis,V,3,3,9,-28,77,-19,1,2
7,Caricion gracilis,V,3,3,9,-28,77,-19,3,1
7,Caricion gracilis,V,3,3,9,-28,77,-19,3,2
7,Caricion gracilis,V,4,1,9,-28,77,-19,1,1
7,Caricion gracilis,V,4,1,9,-28,77,-19,1,2
7,Caricion gracilis,V,4,1,9,-28,77,-19,3,1
7,Caricion gracilis,V,4,1,9,-28,77,-19,3,2
7,Caricion gracilis,V,4,2,9,-28,77,-19,1,1
7,Caricion gracilis,V,4,2,9,-28,77,-19,1,2
7,Caricion gracilis,V,4,2,9,-28,77,-19,3,1
7,Caricion gracilis,V,4,2,9,-28,77,-19,3,2
7,Caricion gracilis,V,4,3,9,-28,77,-19,1,1
7,Caricion gracilis,V,4,3,9,-28,77,-19,1,2
7,Caricion gracilis,V,4,3,9,-28,77,-19,3,1
7,Caricion gracilis,V,4,3,9,-28,77,-19,3,2
